"","TEAM_ID","TEAM_NAME","GP","W","L","W_PCT","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","TOV","STL","BLK","BLKA","PF","PFD","PTS","PLUS_MINUS","GP_RANK","W_RANK","L_RANK","W_PCT_RANK","MIN_RANK","FGM_RANK","FGA_RANK","FG_PCT_RANK","FG3M_RANK","FG3A_RANK","FG3_PCT_RANK","FTM_RANK","FTA_RANK","FT_PCT_RANK","OREB_RANK","DREB_RANK","REB_RANK","AST_RANK","TOV_RANK","STL_RANK","BLK_RANK","BLKA_RANK","PF_RANK","PFD_RANK","PTS_RANK","PLUS_MINUS_RANK","team_season"
"49","1610612741","Chicago Bulls","3","0","3","0","14.2116666666667","6","24","0.25","1","8","0.125","3","7","0.429","5","5","10","3","4","0","1","4","11","6","16","-20","12","14","5","14","11","12","11","14","13","8","13","14","14","14","7","14","12","12","5","14","7","12","7","13","13","16","2011-12"
"50","1610612741","Chicago Bulls","3","1","2","0.333","5.16166666666667","3","8","0.375","0","0","0","10","15","0.667","1","4","5","0","0","2","0","1","4","9","16","-2","8","9","4","9","13","12","15","11","14","16","14","9","6","12","11","11","12","15","1","4","10","7","3","6","11","8","2009-10"
"51","1610612741","Chicago Bulls","3","1","2","0.333","9.84","7","20","0.35","3","7","0.429","4","8","0.5","4","9","13","6","3","3","2","2","8","0","21","2","10","9","4","8","13","12","12","10","5","11","3","10","12","12","9","11","11","6","5","5","8","7","5","1","12","6","2004-05"
"52","1610612741","Chicago Bulls","4","1","3","0.25","10.68","6","12","0.5","3","4","0.75","11","13","0.846","0","9","9","3","4","0","0","0","10","7","26","-3","11","11","6","13","13","13","14","2","7","12","2","11","12","2","15","12","13","13","5","15","13","1","4","13","12","9","2005-06"
"53","1610612741","Chicago Bulls","4","1","3","0.25","20.5433333333333","5","28","0.179","2","9","0.222","17","24","0.708","9","10","19","2","7","1","1","5","16","13","29","-16","12","14","8","14","11","14","13","16","12","12","14","12","12","11","5","13","10","14","7","13","9","13","7","13","14","16","2013-14"
"54","1610612741","Chicago Bulls","4","3","1","0.75","10.815","7","19","0.368","1","4","0.25","10","15","0.667","6","8","14","2","2","3","1","1","6","11","25","17","8","5","1","2","10","11","9","8","8","10","7","9","8","12","5","10","9","12","4","7","7","4","2","8","10","4","2006-07"
"55","1610612741","Chicago Bulls","6","3","3","0.5","62.6983333333333","45","100","0.45","9","22","0.409","30","40","0.75","11","35","46","19","14","8","7","8","35","36","129","-13","5","4","10","6","3","2","3","6","3","4","6","4","4","8","2","3","3","3","13","4","3","14","13","3","3","12","2008-09"
"56","1610612741","Chicago Bulls","8","3","5","0.375","31.9883333333333","18","45","0.4","3","11","0.273","25","30","0.833","3","19","22","9","9","5","6","4","18","20","64","-12","4","6","14","10","5","5","5","7","6","5","7","5","5","6","11","5","6","5","13","4","2","10","12","5","5","12","2010-11"
"57","1610612741","Chicago Bulls","8","4","4","0.5","25.9266666666667","15","39","0.385","4","15","0.267","15","20","0.75","4","19","23","7","8","2","4","6","11","14","49","-3","4","4","13","7","6","6","7","9","7","5","10","5","6","11","9","5","7","8","12","7","5","15","11","6","7","10","2014-15"
"58","1610612741","Chicago Bulls","9","5","4","0.556","38.6733333333333","32","73","0.438","4","19","0.211","14","19","0.737","14","26","40","16","7","4","5","8","24","18","82","11","3","2","9","3","5","2","2","5","4","4","6","7","7","8","2","3","3","2","8","9","4","14","10","6","4","2","2012-13"
